,Accident Date,Time (24hr),Road Surface,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
2966,2015-03-07,11:45:00,Dry,Fine without high winds,Bus,Passenger,Slight,Female,84
2967,2015-03-07,13:50:00,Dry,Fine without high winds,Car,Driver,Serious,Male,21
2968,2015-03-07,13:50:00,Dry,Fine without high winds,Car,Passenger,Fatal,Male,14
2969,2015-03-07,13:50:00,Dry,Fine without high winds,Car,Passenger,Fatal,Male,13
2970,2015-03-07,13:50:00,Dry,Fine without high winds,Car,Passenger,Serious,Male,15
2971,2015-03-07,13:50:00,Dry,Fine without high winds,Car,Passenger,Serious,Male,14
2972,2015-03-07,17:00:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,29
2973,2015-03-08,12:30:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,57
2974,2015-03-08,21:35:00,Dry,Fine without high winds,Car,Driver,Slight,Female,57
2975,2015-03-08,13:20:00,Dry,Fine with high winds,Car,Driver,Slight,Male,46
2976,2015-03-09,15:25:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,28
2977,2015-03-09,20:20:00,Dry,Fine without high winds,Car,Driver,Slight,Male,49
2978,2015-03-09,23:16:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,40
2979,2015-03-10,21:28:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,18
2980,2015-03-10,19:28:00,Dry,Fine without high winds,Car,Driver,Slight,Female,37
2981,2015-03-10,19:05:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Male,32
2982,2015-03-10,19:28:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,42
2983,2015-03-10,17:50:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,40
2984,2015-03-10,17:40:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,45
2985,2015-03-10,16:25:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,28
2986,2015-03-10,11:15:00,Dry,Fine without high winds,Goods vehicle,Driver,Slight,Male,34
2987,2015-03-10,18:35:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,34
2988,2015-03-10,07:28:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,43
2989,2015-03-11,07:00:00,Dry,Fine without high winds,Goods vehicle,Driver,Slight,Male,36
2990,2015-03-11,11:10:00,Dry,Fine without high winds,Car,Driver,Slight,Female,37
2991,2015-03-11,11:42:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,14
2992,2015-03-11,13:13:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Male,33
2993,2015-03-12,18:33:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,43
2994,2015-03-12,18:33:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,43
2995,2015-03-12,12:20:00,Dry,Fine without high winds,Car,Driver,Slight,Female,52
2996,2015-03-12,11:33:00,Dry,Fine without high winds,Car,Driver,Slight,Female,34
2997,2015-03-12,12:20:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,47
2998,2015-03-12,10:35:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,17
2999,2015-03-13,09:28:00,Dry,Fine without high winds,Car,Driver,Slight,Male,46
3000,2015-03-13,19:50:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,30
3001,2015-03-13,17:02:00,Dry,Fine without high winds,Car,Driver,Slight,Male,29
3002,2015-03-13,17:02:00,Dry,Fine without high winds,Car,Driver,Slight,Female,25
3003,2015-03-13,15:49:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,7
3004,2015-03-13,12:16:00,Dry,Fine without high winds,Bus,Pedestrian,Slight,Female,26
3005,2015-03-13,19:33:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,15
3006,2015-03-14,12:20:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,22
3007,2015-03-14,11:00:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,38
3008,2015-03-14,03:15:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,19
3009,2015-03-14,00:22:00,Dry,Fine without high winds,Car,Driver,Slight,Male,39
3010,2015-03-14,17:35:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,43
3011,2015-03-15,15:45:00,Dry,Fine without high winds,Car,Driver,Serious,Male,72
3012,2015-03-16,07:21:00,Wet/Damp,Fine without high winds,Motorcycle,Driver,Slight,Male,24
3013,2015-03-16,18:55:00,Dry,Fine without high winds,Car,Driver,Slight,Female,54
3014,2015-03-16,18:55:00,Dry,Fine without high winds,Car,Driver,Slight,Female,64
3015,2015-03-16,22:10:00,Dry,Fine without high winds,Car,Driver,Slight,Male,66
3016,2015-03-16,22:10:00,Dry,Fine without high winds,Car,Driver,Slight,Male,21
3017,2015-03-17,10:53:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,17
3018,2015-03-17,08:25:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,58
3019,2015-03-17,13:02:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,35
3020,2015-03-17,07:25:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,25
3021,2015-03-18,15:34:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Male,49
3022,2015-03-18,09:05:00,Dry,Fine without high winds,Bus,Passenger,Slight,Female,40
3023,2015-03-19,22:13:00,Dry,Fine without high winds,Car,Driver,Slight,Male,20
3024,2015-03-19,22:13:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,14
3025,2015-03-19,22:13:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,18
3026,2015-03-19,22:13:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,18
3027,2015-03-19,22:13:00,Dry,Fine without high winds,Car,Passenger,Serious,Female,14
3028,2015-03-19,22:13:00,Dry,Fine without high winds,Car,Driver,Slight,Male,18
3029,2015-03-19,18:40:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,23
3030,2015-03-19,17:05:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,6
3031,2015-03-19,16:39:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,46
3032,2015-03-19,03:36:00,Dry,Fine without high winds,Goods vehicle,Driver,Serious,Male,48
3033,2015-03-20,22:04:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,20
3034,2015-03-20,22:04:00,Dry,Fine without high winds,Car,Driver,Slight,Male,20
3035,2015-03-20,17:20:00,Dry,Fine without high winds,Car,Driver,Slight,Female,46
3036,2015-03-20,21:55:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,55
3037,2015-03-20,21:55:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Male,75
3038,2015-03-20,16:25:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,2
3039,2015-03-20,14:40:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,39
3040,2015-03-20,22:04:00,Dry,Fine without high winds,Goods vehicle,Driver,Slight,Male,38
3041,2015-03-20,16:45:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,29
3042,2015-03-21,22:05:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Male,39
3043,2015-03-21,21:00:00,Dry,Fine without high winds,Car,Driver,Serious,Female,74
3044,2015-03-21,11:07:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,13
3045,2015-03-22,16:00:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,60
3046,2015-03-23,00:30:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Male,24
3047,2015-03-23,13:50:00,Dry,Fine without high winds,Car,Driver,Slight,Female,33
3048,2015-03-23,09:30:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,27
3049,2015-03-23,10:35:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Male,8
3050,2015-03-24,12:35:00,Dry,Fine without high winds,Car,Driver,Slight,Female,26
3051,2015-03-24,12:35:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,53
3052,2015-03-24,15:50:00,Dry,Fine without high winds,Car,Driver,Slight,Male,39
3053,2015-03-24,17:00:00,Dry,Fine without high winds,Car,Driver,Slight,Male,56
3054,2015-03-25,12:06:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,2
3055,2015-03-25,12:06:00,Dry,Fine without high winds,Car,Driver,Slight,Female,31
3056,2015-03-25,10:30:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,30
3057,2015-03-25,13:07:00,Dry,Fine without high winds,Car,Driver,Slight,Male,57
3058,2015-03-25,13:07:00,Dry,Fine without high winds,Car,Driver,Slight,Female,27
3059,2015-03-25,13:15:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Female,86
3060,2015-03-25,16:10:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,23
3061,2015-03-25,12:06:00,Dry,Fine without high winds,Car,Driver,Slight,Male,46
3062,2015-03-26,19:35:00,Dry,Fine without high winds,Car,Driver,Slight,Female,31
3063,2015-03-26,14:07:00,Dry,Fine without high winds,Car,Driver,Slight,Male,39
3064,2015-03-26,14:55:00,Dry,Fine with high winds,Car,Pedestrian,Slight,Female,19
3065,2015-03-26,11:35:00,Dry,Fine without high winds,Car,Driver,Slight,Male,46
3066,2015-03-26,16:52:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,67
3067,2015-03-26,12:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,24
3068,2015-03-27,08:10:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,35
3069,2015-03-27,07:48:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,28
3070,2015-03-27,07:48:00,Dry,Fine without high winds,Car,Driver,Slight,Female,22
3071,2015-03-27,20:30:00,Dry,Fine without high winds,Car,Driver,Serious,Male,68
3072,2015-03-27,20:30:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,71
3073,2015-03-27,20:30:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,73
3074,2015-03-27,20:30:00,Dry,Fine without high winds,Car,Driver,Slight,Female,21
3075,2015-03-27,20:30:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,19
3076,2015-03-28,20:15:00,Dry,Fine without high winds,Motorcycle,Passenger,Slight,Female,29
3077,2015-03-28,20:57:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Male,39
3078,2015-03-28,20:57:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,39
3079,2015-03-28,20:15:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,34
3080,2015-03-28,13:19:00,Dry,Fine without high winds,Car,Driver,Slight,Male,28
3081,2015-03-28,12:09:00,Dry,Fine without high winds,Car,Driver,Slight,Female,48
3082,2015-03-28,12:09:00,Dry,Fine without high winds,Car,Driver,Slight,Female,30
3083,2015-03-28,10:15:00,Wet/Damp,Raining without high winds,Motorcycle,Driver,Slight,Male,25
3084,2015-03-28,16:30:00,Dry,Fine with high winds,Motorcycle,Passenger,Slight,Male,16
3085,2015-03-29,16:20:00,Dry,Fine with high winds,Pedal cycle,Driver,Slight,Male,4
3086,2015-03-29,11:40:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Female,18
3087,2015-03-29,11:40:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Male,2
3088,2015-03-29,11:40:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,30
3089,2015-03-29,11:40:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Female,25
3090,2015-03-29,12:15:00,Wet/Damp,Raining without high winds,Pedal cycle,Driver,Slight,Male,19
3091,2015-03-29,12:50:00,Wet/Damp,Raining without high winds,Pedal cycle,Driver,Slight,Male,40
3092,2015-03-29,22:41:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,16
3093,2015-03-29,08:30:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,69
3094,2015-03-30,18:25:00,Wet/Damp,Raining without high winds,Pedal cycle,Driver,Slight,Male,56
3095,2015-03-30,11:10:00,Dry,Fine without high winds,Goods vehicle,Driver,Slight,Male,25
3096,2015-03-30,09:00:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,22
3097,2015-03-30,11:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,20
3098,2015-03-30,21:20:00,Wet/Damp,Raining without high winds,Pedal cycle,Driver,Slight,Male,31
3099,2015-03-31,12:00:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,39
3100,2015-03-31,20:10:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,32
3101,2015-03-31,19:35:00,Wet/Damp,Fine with high winds,Car,Pedestrian,Serious,Male,54
3102,2015-03-31,01:04:00,Wet/Damp,Raining with high winds,Car,Passenger,Slight,Male,47
3103,2015-03-31,02:24:00,Wet/Damp,Raining with high winds,Car,Driver,Slight,Female,41
3104,2015-03-31,01:04:00,Wet/Damp,Raining with high winds,Car,Passenger,Slight,Male,18
3105,2015-03-31,01:04:00,Wet/Damp,Raining with high winds,Car,Passenger,Slight,Male,15
3106,2015-03-31,01:04:00,Wet/Damp,Raining with high winds,Car,Passenger,Slight,Male,23
3107,2015-03-31,02:24:00,Wet/Damp,Raining with high winds,Car,Passenger,Slight,Male,39
3108,2015-04-01,18:29:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Male,8
3109,2015-04-01,20:05:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,24
3110,2015-04-01,18:25:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,50
3111,2015-04-01,17:30:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,22
3112,2015-04-01,18:29:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,44
3113,2015-04-01,20:05:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,25
3114,2015-04-01,17:10:00,Dry,Fine without high winds,Car,Driver,Slight,Male,65
3115,2015-04-01,11:50:00,Dry,Fine with high winds,Car,Passenger,Slight,Male,3
3116,2015-04-01,13:11:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,25
3117,2015-04-01,12:29:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Female,75
3118,2015-04-01,11:50:00,Dry,Fine with high winds,Car,Passenger,Slight,Male,6
3119,2015-04-01,11:50:00,Dry,Fine with high winds,Car,Driver,Slight,Female,36
3120,2015-04-01,07:20:00,Dry,Fine without high winds,Car,Driver,Slight,Female,19
3121,2015-04-01,09:18:00,Dry,Fine without high winds,Car,Driver,Slight,Female,27
3122,2015-04-01,13:11:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,19
3123,2015-04-02,08:30:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,34
3124,2015-04-02,08:48:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,20
3125,2015-04-02,16:45:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,29
3126,2015-04-02,20:30:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,38
3127,2015-04-02,21:00:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Male,48
3128,2015-04-03,12:36:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,37
3129,2015-04-04,21:29:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Female,46
3130,2015-04-04,21:29:00,Dry,Fine without high winds,Car,Driver,Slight,Male,25
3131,2015-04-04,21:29:00,Dry,Fine without high winds,Car,Driver,Slight,Female,20
3132,2015-04-04,19:10:00,Dry,Fine without high winds,Car,Driver,Slight,Male,44
3133,2015-04-04,21:29:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,20
3134,2015-04-05,09:15:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,44
3135,2015-04-05,03:00:00,Wet/Damp,Fine without high winds,Car,Pedestrian,Slight,Male,29
3136,2015-04-06,23:35:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,34
3137,2015-04-06,23:35:00,Dry,Fine without high winds,Car,Driver,Slight,Male,40
3138,2015-04-06,20:35:00,Dry,Fine without high winds,Car,Driver,Slight,Male,18
3139,2015-04-06,19:04:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,48
3140,2015-04-06,19:04:00,Dry,Fine without high winds,Car,Driver,Slight,Male,19
3141,2015-04-06,15:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,32
3142,2015-04-06,15:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,7
3143,2015-04-06,14:35:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,4
3144,2015-04-06,15:45:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,26
3145,2015-04-06,15:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,27
3146,2015-04-06,15:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,69
3147,2015-04-06,15:00:00,Dry,Fine without high winds,Car,Driver,Slight,Male,66
3148,2015-04-07,06:50:00,Dry,Fine without high winds,Bus,Driver,Slight,Male,74
3149,2015-04-07,06:50:00,Dry,Fine without high winds,Bus,Passenger,Serious,Male,63
3150,2015-04-07,06:50:00,Dry,Fine without high winds,Bus,Passenger,Slight,Female,69
3151,2015-04-07,06:50:00,Dry,Fine without high winds,Car,Driver,Slight,Male,72
3152,2015-04-07,08:50:00,Dry,Fine without high winds,Car,Driver,Slight,Female,25
3153,2015-04-07,15:45:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,20
3154,2015-04-07,17:10:00,Dry,Fine without high winds,Bus,Passenger,Slight,Male,55
3155,2015-04-07,06:50:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,70
3156,2015-04-08,08:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,31
3157,2015-04-08,20:50:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,43
3158,2015-04-08,18:14:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,28
3159,2015-04-08,14:50:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,76
3160,2015-04-08,13:52:00,Dry,Fine without high winds,Car,Driver,Serious,Female,18
3161,2015-04-08,12:26:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,32
3162,2015-04-08,13:52:00,Dry,Fine without high winds,Car,Driver,Slight,Female,52
3163,2015-04-09,18:30:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,26
3164,2015-04-10,17:24:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Female,48
3165,2015-04-10,19:00:00,Dry,Fine without high winds,Car,Driver,Serious,Male,41
3166,2015-04-10,19:37:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,58
3167,2015-04-10,20:43:00,Dry,Fine without high winds,Goods vehicle,Pedestrian,Slight,Male,35
3168,2015-04-10,12:40:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,38
3169,2015-04-11,01:21:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,18
3170,2015-04-11,01:21:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,33
3171,2015-04-11,14:10:00,Dry,Fine without high winds,Car,Driver,Slight,Female,23
3172,2015-04-12,13:20:00,Wet/Damp,Raining with high winds,Car,Driver,Slight,Female,23
3173,2015-04-13,18:40:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Male,58
3174,2015-04-13,12:15:00,Dry,Fine without high winds,Car,Driver,Slight,Female,23
3175,2015-04-13,06:10:00,Dry,Fine without high winds,Car,Driver,Slight,Male,38
3176,2015-04-13,06:10:00,Dry,Fine without high winds,Car,Driver,Slight,Male,37
3177,2015-04-13,12:15:00,Dry,Fine without high winds,Car,Driver,Slight,Female,82
3178,2015-04-14,18:10:00,Dry,Fine without high winds,Car,Driver,Slight,Female,25
3179,2015-04-14,17:10:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,9
3180,2015-04-14,13:30:00,Dry,Fine without high winds,Goods vehicle,Driver,Slight,Male,78
3181,2015-04-14,18:10:00,Dry,Fine without high winds,Car,Driver,Slight,Male,33
3182,2015-04-14,08:25:00,Dry,Fine without high winds,Other,Driver,Slight,Female,47
3183,2015-04-14,08:25:00,Dry,Fine without high winds,Other,Driver,Slight,Female,44
3184,2015-04-14,08:25:00,Dry,Fine without high winds,Other,Driver,Slight,Male,44
3185,2015-04-14,08:25:00,Dry,Fine without high winds,Goods vehicle,Driver,Slight,Male,26
3186,2015-04-14,13:30:00,Dry,Fine without high winds,Car,Driver,Slight,Female,57
3187,2015-04-15,08:41:00,Dry,Fine without high winds,Car,Driver,Slight,Female,42
3188,2015-04-15,10:53:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,25
3189,2015-04-15,17:31:00,Dry,Fine without high winds,Car,Driver,Slight,Female,37
3190,2015-04-15,10:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,20
3191,2015-04-16,16:35:00,Dry,Fine without high winds,Car,Driver,Slight,Male,32
3192,2015-04-16,20:30:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,17
3193,2015-04-16,14:15:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,87
3194,2015-04-16,14:45:00,Dry,Fine without high winds,Bus,Passenger,Slight,Female,19
3195,2015-04-16,11:38:00,Dry,Fine without high winds,Car,Driver,Slight,Male,27
3196,2015-04-16,14:55:00,Dry,Fine without high winds,Car,Driver,Slight,Female,47
3197,2015-04-16,13:58:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,51
3198,2015-04-16,11:38:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,30
3199,2015-04-16,14:45:00,Dry,Fine without high winds,Bus,Passenger,Slight,Male,2
3200,2015-04-17,13:30:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,12
3201,2015-04-17,16:47:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,31
3202,2015-04-17,17:57:00,Dry,Fine without high winds,Car,Driver,Slight,Female,33
3203,2015-04-17,10:45:00,Dry,Fine without high winds,Car,Driver,Slight,Female,34
